,번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
1320,1321,057880,필로시스헬스케어,74704,"섬유, 의복, 신발 및 가죽제품 소매업","59,310,756","29,655,378,000",500,원(KRW),031-778-0800,경기도 성남시 분당구  정자일로 23  토필드 빌딜,1424
1321,1322,161580,필옵틱스,32902,특수 목적용 기계 제조업,"18,860,101","9,430,050,500",500,원(KRW),031-292-8321,경기도 수원시 권선구 산업로156번길 17 &nbsp,1424
1322,1323,332710,하나금융14호스팩,116601,금융 지원 서비스업,"4,410,000","441,000,000",100,원(KRW),02-3771-3254,서울특별시 영등포구 의사당대로 82 &nbsp,1424
1323,1324,341160,하나금융15호스팩,116601,금융 지원 서비스업,"4,710,000","471,000,000",100,원(KRW),02-3771-3339,서울특별시 영등포구 의사당대로 82 ,1424
1324,1325,343510,하나금융16호스팩,116601,금융 지원 서비스업,"4,010,000","401,000,000",100,원(KRW),02-3771-3497,서울특별시 영등포구 의사당대로 82 ,1424
1325,1326,067310,하나마이크론,32601,반도체 제조업,"30,369,511","15,184,755,500",500,원(KRW),041-539-1011,충남 아산시 음봉면 원남리 95-1번지 ,1424
1326,1327,307160,하나머스트제6호스팩,116601,금융 지원 서비스업,"4,590,000","459,000,000",100,원(KRW),02-3771-3188,서울특별시 영등포구 의사당대로 82 &nbsp,1424
1327,1328,166090,하나머티리얼즈,32601,반도체 제조업,"19,627,674","9,813,837,000",500,원(KRW),041-410-1029,충청남도 천안시 서북구 3공단3로 42 ,1424
1328,1329,136480,하림,31001,"도축, 육류 가공 및 저장 처리업","106,209,702","53,104,851,000",500,원(KRW),063-860-2114,전라북도 익산시  망성면 망성로 14 (주)하림,1424
1330,1331,149980,하이로닉,32701,의료용 기기 제조업,"14,099,995","1,409,999,500",100,원(KRW),031-698-4900,"경기도 용인시 수지구 신수로 767 19층(동천동, 분당수지U-TOWER) ",1424
1331,1332,013030,하이록코리아,32401,1차 철강 제조업,"13,613,232","6,806,616,000",500,원(KRW),051 -970-0801,부산광역시 강서구 녹산산단27로 97 ,1424
1332,1333,126700,하이비젼시스템,32703,사진장비 및 광학기기 제조업,"14,942,112","7,471,056,000",500,원(KRW),031-735-1573,경기도 성남시 중원구 둔촌대로 527 - ,1424
1333,1334,106080,하이소닉,32602,전자부품 제조업,"14,765,297","14,765,297,000","1,000",원(KRW),031-8040-0500,경기도 안산시 상록구  해안로 705 경기테크노파크 RIT센터 5층,1424
1334,1335,317240,하이제4호스팩,116601,금융 지원 서비스업,"4,400,000","440,000,000",100,원(KRW),02-2122-9226,서울특별시 영등포구 여의나루로 61 하이투자증권빌딩 14층 &nbsp,1424
1335,1336,340120,하이제5호스팩,116601,금융 지원 서비스업,"5,020,000","502,000,000",100,원(KRW),02-2122-9226,서울특별시 영등포구 여의나루로 61 하이투자증권빌딩 14층 ,1424
1336,1337,221840,하이즈항공,33103,"항공기,우주선 및 부품 제조업","17,696,167","8,848,083,500",500,원(KRW),055-850-8800,경상남도 사천시 사남면 공단5로 24 &nbsp,1424
1337,1338,106190,하이텍팜,74607,기타 전문 도매업,"7,088,782","3,544,391,000",500,원(KRW),043-883-0012,충청북도 충주시 대소원면 첨단산업6로 12 (주)하이텍팜,1424
1338,1339,066130,하츠,32805,가정용 기기 제조업,"12,800,000","6,400,000,000",500,원(KRW),031-370-7500,경기도 평택시 진위면 동부대로 202 ,1424
1339,1340,004590,한국가구,74604,생활용품 도매업,"15,000,000","1,500,000,000",100,원(KRW),02-2600-7000,서울특별시 강남구  학동로 120 ,1424
1340,1341,039340,한국경제TV,106002,텔레비전 방송업,"23,000,000","11,500,000,000",500,원(KRW),02-6676-0019,서울특별시 영등포구  버드나루로 84 제일빌딩 ,1424
1341,1342,034950,한국기업평가,147509,기타 사업지원 서비스업,"4,540,514","24,452,570,000","5,000",원(KRW),02-368-5500,서울특별시 영등포구 의사당대로 97 교보증권 7층,1424
1342,1343,222980,한국맥널티,31007,기타 식품 제조업,"10,300,877","5,150,438,500",500,원(KRW),031-376-1383,충청남도 천안시 서북구 성환읍 연암율금로 42 &nbsp,1424
1343,1344,318000,한국바이오젠,32002,합성고무 및 플라스틱 물질 제조업,"8,129,825","1,625,965,000",200,원(KRW),041-523-6201,충청남도 천안시 동남구 성남면 대흥신덕길 84-19 ,1424
1344,1345,256840,한국비엔씨,32101,기초 의약물질 및 생물학적 제제 제조업,"51,060,048","5,106,004,800",100,원(KRW),070-7116-0059,"대구광역시 달서구 성서공단로11길 62 1호관 405호(호산동,대구테크노파크벤처공장)",1424
1345,1346,025550,한국선재,32401,1차 철강 제조업,"24,522,254","12,261,127,000",500,원(KRW),051-202-1991,부산광역시 사하구 하신번영로 27 (신평동) ,1424
1346,1347,023890,한국아트라스비엑스,32802,일차전지 및 축전지 제조업,"9,150,000","9,150,000,000","1,000",원(KRW),042-620-4262,대전광역시 대덕구  대전로1331번길 185 아트라스비엑스 ,1424
1347,1348,017890,한국알콜,32004,기타 화학제품 제조업,"21,605,760","10,802,880,000",500,원(KRW),031-881-8000,경기도 용인시 기흥구 탑실로35번길 14 (공세동) ,1424
1348,1349,080720,한국유니온제약,32102,의약품 제조업,"5,903,728","2,951,864,000",500,원(KRW),02-489-3611,강원도 원주시 문막읍 문막공단길 246 ,1424
1349,1350,063570,한국전자금융,116601,금융 지원 서비스업,"34,147,728","17,073,864,000",500,원(KRW),02-2122-5400,서울특별시 영등포구 국회대로66길 9 NICE2사옥 ,1424
1350,1351,041460,한국전자인증,105802,소프트웨어 개발 및 공급업,"21,459,249","10,729,624,500",500,원(KRW),230195500,"서울특별시 서초구  서초대로 320 하림인터내셔날빌딩 (서초동, 하림빌딩7층)",1424
1351,1352,101680,한국정밀기계,32902,특수 목적용 기계 제조업,"8,404,000","4,202,000,000",500,원(KRW),070-7019-6514,경상남도 함안군  법수면 윤외공단길 83-1 ,1424
1352,1353,039740,한국정보공학,74607,기타 전문 도매업,"8,018,397","4,009,198,500",500,원(KRW),031-789-8600,경기도 성남시 분당구  황새울로359번길 7 ,1424
1353,1354,053300,한국정보인증,105802,소프트웨어 개발 및 공급업,"31,165,000","15,582,500,000",500,원(KRW),02-360-3010,경기도 성남시 분당구 판교로 242판교디지털센터(PDC) C동 5층 ,1424
1354,1355,025770,한국정보통신,106102,전기 통신업,"37,444,271","19,406,371,500",500,원(KRW),02-368-0700,서울특별시 중구  세종대로 39 대한서울상공회의소 7층,1424
1355,1356,291210,한국제7호스팩,116601,금융 지원 서비스업,"5,060,000","506,000,000",100,원(KRW),02-3276-6681,서울특별시 영등포구 의사당대로 88 &nbsp,1424
1356,1357,310870,한국제8호스팩,116601,금융 지원 서비스업,"3,420,000","342,000,000",100,원(KRW),02-3276-5508,서울특별시 영등포구 의사당대로 88 ,1424
1358,1359,054040,한국컴퓨터,32602,전자부품 제조업,"16,071,290","8,035,645,000",500,원(KRW),041-589-3320,경상북도 구미시  임수로 24 ,1424
1359,1360,050540,한국코퍼레이션,147509,기타 사업지원 서비스업,"38,785,593","19,392,796,500",500,원(KRW),02-3401-4114,서울특별시 중구 소월로2길 30 남산트라팰리스,1424
1360,1361,021650,한국큐빅,32202,플라스틱제품 제조업,"16,350,563","8,175,281,500",500,원(KRW),(031)491-5325,경기도 안산시 단원구 살막길 39 ,1424
1361,1362,053590,한국테크놀로지,33003,자동차 신품 부품 제조업,"100,281,799","50,140,899,500",500,원(KRW),02-2106-7500,서울특별시 중구 소월로2길 30 남산트라팰리스,1424
1362,1363,037230,한국팩키지,31702,"골판지, 종이 상자 및 종이용기 제조업","25,000,000","12,500,000,000",500,원(KRW),02-565-8600,경기도 안산시 단원구  해안로 227 (주)한국팩키지 ,1424
1363,1364,030520,한글과컴퓨터,105802,소프트웨어 개발 및 공급업,"24,440,319","12,881,216,500",500,원(KRW),031-627-7000,"경기도 성남시 분당구 대왕판교로644번길 49 (삼평동, 한컴타워)",1424
1364,1365,052600,한네트,106102,전기 통신업,"11,563,700","5,781,850,000",500,원(KRW),02-2125-6000,서울특별시 마포구  독막로 281 ,1424
1365,1366,256150,한독크린텍,32901,일반 목적용 기계 제조업,"4,091,000","2,045,500,000",500,원(KRW),042-671-5671,대전광역시 유성구 테크노8로 13 ,1424
1366,1367,092460,한라IMS,33101,선박 및 보트 건조업,"11,744,978","5,872,489,000",500,원(KRW),051-601-7000,부산광역시 강서구  화전산단1로 115 ,1424
1367,1368,222810,한류AI센터,105802,소프트웨어 개발 및 공급업,"63,983,949","6,398,394,900",100,원(KRW),02-3497-8900,서울특별시 성동구 왕십리로 58 포휴 제10층 (성수동1가 656-3) ,1424
1368,1369,039670,한류타임즈,105801,"서적, 잡지 및 기타 인쇄물 출판업","59,922,652","29,961,326,000",500,원(KRW),(02)2001-0072,"서울특별시 영등포구 경인로 775, 1동 5층(문래동3가, 에이스하이테크시티) ",1424
1369,1370,047080,한빛소프트,105802,소프트웨어 개발 및 공급업,"24,779,836","12,389,918,000",500,원(KRW),070-4050-8000,서울특별시 금천구 가산디지털1로 171 가산에스케이브이원센터 3층 ,1424
1370,1371,070590,한솔인티큐브,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","13,879,521","6,939,760,500",500,원(KRW),02)6005-3000,"서울특별시 마포구 월드컵북로 396, 14층 (상암동, 누리꿈스퀘어비즈니스타워)",1424
1371,1372,226440,한송네오텍,32902,특수 목적용 기계 제조업,"43,459,818","4,345,981,800",100,원(KRW),054-462-9930,경상북도 구미시 1공단로7길 36-1 -,1424
1372,1373,042520,한스바이오메드,32103,의료용품 및 기타 의약 관련제품 제조업,"9,996,820","4,998,410,000",500,원(KRW),02-466-2266,"서울특별시 송파구 정의로8길 7 9F,11F,12F",1424
1373,1374,078350,한양디지텍,32601,반도체 제조업,"11,292,405","5,646,202,500",500,원(KRW),031-273-8600,경기도 화성시 삼성1로 332-7 ,1424
1374,1375,045100,한양이엔지,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","18,000,000","9,000,000,000",500,원(KRW),031-695-0000,"경기도 화성시 영통로26번길 72 (반월동,외2필지)",1424
1375,1376,046110,한일네트웍스,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","11,954,227","5,977,113,500",500,원(KRW),02-3466-9100,서울특별시 서초구 서초동 1587 (도로명 : 서울특별시 서초구 효령로 275) ,1424
1376,1377,024740,한일단조,33003,자동차 신품 부품 제조업,"29,891,328","14,945,664,000",500,원(KRW),043-536-5181,충청북도 진천군 덕산면 습지길 87 한일단조공업주식회사,1424
1377,1378,005860,한일사료,31008,동물용 사료 및 조제식품 제조업,"39,403,685","19,701,842,500",500,원(KRW),031 -280 -4025,경기도 용인시 기흥구 하갈로 127(하갈동) ,1424
1378,1379,123840,한일진공,32902,특수 목적용 기계 제조업,"64,305,977","6,430,597,700",100,원(KRW),032-821-9300,인천광역시 남동구  남동동로 183번길 30 ,1424
1379,1380,007770,한일화학,32001,기초 화학물질 제조업,"3,510,000","1,755,000,000",500,원(KRW),02  -3448-4253,경기도 시흥시  공단1대로 37 한일화학공업(주) ,1424
1380,1381,079170,한창산업,32402,1차 비철금속 제조업,"5,200,000","2,600,000,000",500,원(KRW),(031)353-2970,경기도 화성시 양감면 암소고개로 227-14 ,1424
1381,1382,086960,한컴MDS,105802,소프트웨어 개발 및 공급업,"8,828,608","4,844,725,000",500,원(KRW),031-627-3000,경기도 성남시 분당구 대왕판교로 644번길 49 한컴타워 3층(경기도 성남시 삼평동 676번지 한컴타워 3층) ,1424
1382,1383,054920,한컴위드,105802,소프트웨어 개발 및 공급업,"28,217,081","14,108,540,500",500,원(KRW),031-622-6300,"경기도 성남시 분당구 대왕판교로644번길 49 5층, 9층",1424
1383,1384,002680,한탑,31006,"곡물가공품, 전분 및 전분제품 제조업","22,299,452","11,149,726,000",500,원(KRW),051 -626 -2841,부산 남구 대연3동 598-7 ,1424
1384,1385,066110,한프,32603,컴퓨터 및 주변장치 제조업,"52,799,600","26,399,800,000",500,원(KRW),043-536-7561,제주특별자치도 제주시 승천로 57 3층 비-16호 (아라이동),1424
1385,1386,317320,한화에스비아이스팩,116601,금융 지원 서비스업,"4,360,000","436,000,000",100,원(KRW),02-3772-7326,서울특별시 영등포구 여의대로 56 한화금융센터 10층,1424
1386,1387,340440,한화플러스제1호스팩,116601,금융 지원 서비스업,"4,710,000","471,000,000",100,원(KRW),02 - 3772 - 7340,서울특별시 영등포구 여의대로 56 ,1424
1387,1388,102210,해덕파워웨이,33101,선박 및 보트 건조업,"73,696,405","7,369,640,500",100,원(KRW),051-831-0101,부산광역시 강서구 미음산단로 267 -,1424
1388,1389,220630,해마로푸드서비스,74603,음·식료품 및 담배 도매업,"101,817,531","10,181,753,100",100,원(KRW),02-418-8884,"서울특별시 강동구 천호대로 1077 이스트센트럴타워 24층,25층 ",1424
1390,1391,076610,해성옵틱스,32703,사진장비 및 광학기기 제조업,"31,916,542","15,958,271,000",500,원(KRW),031-292-1555,경기도 화성시 봉담읍 효행로184번길 66 ,1424
1391,1392,220180,핸디소프트,105802,소프트웨어 개발 및 공급업,"19,400,000","9,700,000,000",500,원(KRW),070-4483-9000,경기도 안양시 동안구 부림로170번길 41-22 4층(관양동) ,1424
1392,1393,008800,행남사,31007,기타 식품 제조업,"45,628,344","22,814,172,000",500,원(KRW),061 -280 -2000,전남 목포시 고하대로 795(연산동) ,1424
1394,1395,084990,헬릭스미스,137001,자연과학 및 공학 연구개발업,"26,765,714","13,382,857,000",500,원(KRW),(02)873-8330,서울특별시 강서구 마곡중앙8로7길 21 - ,1424
1395,1396,170030,현대공업,33003,자동차 신품 부품 제조업,"15,340,000","7,670,000,000",500,원(KRW),052-276-1900,울산광역시 북구 매곡산업로 528(매곡동) ,1424
1396,1397,048410,현대바이오,32004,기타 화학제품 제조업,"35,915,877","17,957,938,500",500,원(KRW),070-7008-0114,경상북도 김천시  아포읍 아포공단길 106 ,1424
1397,1398,016790,현대사료,31008,동물용 사료 및 조제식품 제조업,"6,150,486","3,075,243,000",500,원(KRW),041-563-8200,충청남도 천안시 동남구 용수골길 23 현대사료(주) ,1424
1398,1399,039010,현대통신,32604,통신 및 방송 장비 제조업,"8,625,000","4,312,500,000",500,원(KRW),02  -2240-9211,"서울특별시 영등포구  여의대방로 107 (신길동,현대통신빌딩)",1424
1399,1400,092300,현우산업,32602,전자부품 제조업,"15,405,937","7,702,968,500",500,원(KRW),032-876-6105,인천광역시 서구 검단로 51 -,1424
1400,1401,053660,현진소재,32509,기타 금속 가공제품 제조업,"53,201,003","26,600,501,500",500,원(KRW),(051)602-7700,부산광역시 강서구  녹산산단289로 92 현진소재(주),1424
1401,1402,011080,형지I&C,31401,봉제의복 제조업,"38,955,668","19,477,834,000",500,원(KRW),02 -2107 -6513,"서울특별시 강남구 도곡로 206 (도곡동, 지오빌딩) ",1424
1402,1403,060560,홈센타홀딩스,74607,기타 전문 도매업,"85,113,017","42,556,508,500",500,원(KRW),053-210-5140,대구광역시 북구 노원로 139-6 ,1424
1403,1404,064240,홈캐스트,32605,영상 및 음향기기 제조업,"33,094,756","16,797,419,500",500,원(KRW),02-3400-8300,서울특별시 강남구 언주로 726 두산빌딩 14층(논현동),1424
1404,1405,039610,화성밸브,32901,일반 목적용 기계 제조업,"10,410,400","5,205,200,000",500,원(KRW),053 -353 -5789,대구광역시 서구  팔달로2길 29 화성 ,1424
1405,1406,126640,화신정공,33003,자동차 신품 부품 제조업,"36,373,887","3,637,388,700",100,원(KRW),054-330-5151,경상북도 영천시  도남공단3길 96 ,1424
1406,1407,061250,화일약품,32102,의약품 제조업,"17,301,249","8,650,624,500",500,원(KRW),031-628-3520,경기도 화성시 향남읍 제약공단3길 57 ,1424
1407,1408,097870,효성오앤비,32003,"비료, 농약 및 살균, 살충제 제조업","8,490,000","4,245,000,000",500,원(KRW),041-545-8116,충남 아산시 신동 279-10 ,1424
